# frame times for dvs-video.avi
# frame# time(s)
0	  0.016243
1	  0.026243
2	  0.036243
3	  0.046243
4	  0.056243
5	  0.066243
6	  0.076243
7	  0.086243
8	  0.096243
9	  0.106243
10	  0.116243
11	  0.126243
12	  0.136243
13	  0.146243
14	  0.156243
15	  0.166243
16	  0.176243
17	  0.186243
18	  0.196243
19	  0.206243
20	  0.216243
21	  0.226243
22	  0.236243
23	  0.246243
24	  0.256243
25	  0.266243
26	  0.276243
27	  0.286243
28	  0.296243
29	  0.306243
30	  0.316243
31	  0.326243
32	  0.336243
33	  0.346243
34	  0.356243
35	  0.366243
36	  0.376243
37	  0.386243
38	  0.396243
39	  0.406243
40	  0.416243
41	  0.426243
42	  0.436243
43	  0.446243
44	  0.456243
45	  0.466243
46	  0.476243
47	  0.486243
48	  0.496243
49	  0.506243
50	  0.516243
51	  0.526243
52	  0.536243
53	  0.546243
54	  0.556243
55	  0.566243
56	  0.576243
57	  0.586243
58	  0.596243
59	  0.606243
60	  0.616243
61	  0.626243
62	  0.636243
63	  0.646243
64	  0.656243
65	  0.666243
66	  0.676243
67	  0.686243
68	  0.696243
69	  0.706243
70	  0.716243
71	  0.726243
72	  0.736243
73	  0.746243
74	  0.756243
75	  0.766243
76	  0.776243
77	  0.786243
78	  0.796243
79	  0.806243
80	  0.816243
81	  0.826243
82	  0.836243
83	  0.846243
84	  0.856243
85	  0.866243
86	  0.876243
87	  0.886243
88	  0.896243
89	  0.906243
90	  0.916243
91	  0.926243
92	  0.936243
93	  0.946243
94	  0.956243
95	  0.966243
96	  0.976243
97	  0.986243
98	  0.996243
99	  1.006243
100	  1.016243
101	  1.026243
102	  1.036243
103	  1.046243
104	  1.056243
105	  1.066243
106	  1.076243
107	  1.086243
108	  1.096243
109	  1.106243
110	  1.116243
111	  1.126243
112	  1.136243
113	  1.146243
114	  1.156243
115	  1.166243
116	  1.176243
117	  1.186243
118	  1.196243
119	  1.206243
120	  1.216243
121	  1.226243
122	  1.236243
123	  1.246243
124	  1.256243
125	  1.266243
126	  1.276243
127	  1.286243
128	  1.296243
129	  1.306243
130	  1.316243
131	  1.326243
132	  1.336243
133	  1.346243
134	  1.356243
135	  1.366243
136	  1.376243
137	  1.386243
138	  1.396243
139	  1.406243
140	  1.416243
141	  1.426243
142	  1.436243
143	  1.446243
144	  1.456243
145	  1.466243
146	  1.476243
147	  1.486243
148	  1.496243
149	  1.506243
150	  1.516243
151	  1.526243
152	  1.536243
153	  1.546243
154	  1.556243
155	  1.566243
156	  1.576243
157	  1.586243
158	  1.596243
159	  1.606243
160	  1.616243
161	  1.626243
162	  1.636243
163	  1.646243
164	  1.656243
165	  1.666243
166	  1.676243
167	  1.686243
168	  1.696243
169	  1.706243
170	  1.716243
171	  1.726243
172	  1.736243
173	  1.746243
174	  1.756243
175	  1.766243
176	  1.776243
177	  1.786243
178	  1.796243
179	  1.806243
180	  1.816243
181	  1.826243
182	  1.836243
183	  1.846243
184	  1.856243
185	  1.866243
186	  1.876243
187	  1.886243
188	  1.896243
189	  1.906243
190	  1.916243
191	  1.926243
192	  1.936243
193	  1.946243
194	  1.956243
195	  1.966243
196	  1.976243
197	  1.986243
198	  1.996243
199	  2.006243
200	  2.016243
201	  2.026243
202	  2.036243
203	  2.046243
204	  2.056243
205	  2.066243
206	  2.076243
207	  2.086243
208	  2.096243
209	  2.106243
210	  2.116243
211	  2.126243
212	  2.136243
213	  2.146243
214	  2.156243
215	  2.166243
216	  2.176243
217	  2.186243
218	  2.196243
219	  2.206243
220	  2.216243
221	  2.226243
222	  2.236243
223	  2.246243
224	  2.256243
225	  2.266243
